ps_CourseCode,course_Name,grade_Level,department,course_Id
21095X0020,NC Math 1 IGCSE,High School,Math,590755
21095X0040,IB MYP NC Math 1 Honors,High School,Math,590755
21095X0800,Honors NC Math 1,High School,Math,
21095X0820,NC Math 1 IGCSE,High School,Math,590753
21095X0840,IB MYP NC Math 1,High School,Math,590753
22092X0000,NC Math 2,,,590756
22092X000C,NC Math 2,,,590756
22092X000C,Math 2 pilot,High School,Math,
22092X004C,Math 2 pilot,High School,Math,590756
22092X007C,NC Math 2 SI,,,590756
22092X007C,Math 2 pilot,High School,Math,590756
22092X0800,NC Math 2,,,590756
22092X080C,NC Math 2,,,590756
22092X080C,Math 2 pilot,High School,Math,590756
22092X087C,NC Math 2 SI,,,590756
22092X087C,Math 2 pilot,High School,Math,590756
22092X0XRY,XR NC Math 2,,,
22092Y0000,NC Math 2 (HS Cred),,,590756
22092Y000C,Math 2 pilot,High School,Math,590756
22092Y0800,NC Math 2 (HS Cred),,,593388
22092Y080C,Math 2 pilot,High School,Math,593388
22092Y0900,NC Math 2 (HS Cred),,,593388
22092Y090C,Math 2 pilot,High School,Math,593388
22092Y090S,Math 2 pilot,High School,Math,593388
22092Y092C,Math 2 pilot,High School,Math,593388
22092Y09SC,NC Math 2 (HS Cred) Spanish,,,593388
22092Y09ZV,NC Math 2 (HS Cred) VPS,,,593388
22095X0000,Honors NC Math 2,,,590756
22095X000C,Honors NC Math 2,,,590756
22095X000C,Math 2 pilot,High School,Math,590756
22095X000C,Math 2 pilot,High School,Math,590756
22095X0020,NC Math 2 IGCSE,,,590756
22095X002C,NC Math 2 IGCSE,,,590756
22095X002C,Math 2 pilot,High School,Math,590756
22095X0040,IB MYP NC Math 2 Honors,,,590756
22095X004C,IB MYP NC Math 2 Honors,,,590756
22095X004C,Math 2 pilot,High School,Math,590756
22095X0800,Honors NC Math 2,,,590756
22095X080C,Math 2 pilot,High School,Math,590756
22095X080Y,NC Math 2 Honors,,,590756
22095X082C,Math 2 pilot,High School,Math,590756
22095X084C,IB MYP NC Math 2 Honors,,,590756
22095X084C,Math 2 pilot,High School,Math,590756
23092X0000,NC Math 3,,,590757
23092X000C,NC Math 3,,,590758
23092X0070,NC Math 3 SI,,,590757
23092X0800,NC Math 3,,,590757
23092X0XRY,XR NC Math 3,,,
23092Y0000,NC Math 3 (HS Cred),,,590757
23092Y0900,NC Math 3 (HS Cred),,,590757
23095X0000,Honors NC Math 3,,,590757
23095X000C,NC Math 3 Honors,,,590758
23095X0020,NC Math 3 IGCSE,,,590757
23095X002C,NC Math 3 IGCSE,,,590758
23095X0040,IB MYP NC Math 3 Honors,,,590757
23095X004C,IB MYP NC Math 3 Honors,,,590758
23095X0800,Honors NC Math 3,,,590757
23095X080C,NC Math 3 Honors,,,590758
23095X0840,IB MYP NC Math 3 Honors,,,590757
23095X084C,IB MYP NC Math 3 Honors,,,590758
24015X0000,Honors Discrete Mathematics for Comp Sci,,,
24035X0000,Honors Pre-Calculus,,,
24035X0800,Honors Pre-Calculus,,,
24092X0000,NC Math 4,,,590760
24092X0800,NC Math 4,,,590760
24092X0XRY,XR NC Math 4,,,
24095X0000,Honors NC Math 4,,,590760
24095X0800,Honors NC Math 4,,,590760
24095X080Y,NC Math 4 Honors,,,590760
2A007X0000,AP Calculus AB,,,
2A007X0800,AP Calculus AB,,,
2A007X080V,AP Calculus AB VPS,,,
2A007X0900,AP Calculus AB,,,
2A017X0000,AP Calculus BC,,,
2A017X0800,AP Calculus BC,,,
2A027X0800,AP Computer Science,,,
2A027X080V,AP Computer Science VPS,,,
2A037X0800,AP Statistics,,,
2A037X080V,AP Statistics VPS,,,
2A047X0000,AP Precalculus,,,
2A047X0800,AP Precalculus,,,
2C015X0000,MAT143 Quantitative Literacy,,,
2C025X0000,MAT152 Statistical Methods I,,,
2C035X0000,MAT171 Precalculus Algebra,,,
2C045X0000,MAT172 Precalculus Trigonometry,,,
2C055X0000,MAT263 Brief Calculus,,,
2C065X0000,MAT271 Calculus I,,,
2C075X0000,MAT272 Calculus II,,,
2C125X0000,MAT273 Calculus III,,,
2C135X0000,MAT280 Linear Algebra,,,
2C145X0000,MAT285 Differential Equations,,,
2I068X0800,IB Math: Analysis and Approaches SL I,,,
2I068X0820,IB Math: Analysis and Approaches SL II,,,
2I078X0800,IB Math: Analysis and Approaches HL I,,,
2I078X0820,IB Math: Analysis and Approaches HL II,,,
2I088X0800,IB Math: Applications & Interpret. SL I,,,
2I088X0820,IB Math: Applications & Interpret SL II,,,
2V048X0800,CIE Math Probability & Statistics AS,,,
2V058X0800,CIE Math Probability & Statistics A,,,
30002Z0800,Science Kindergarten,Elementary School,Science,590145
30002Z080C,Science Kindergarten (Chinese),Elementary School,Science,590145
30002Z080F,Science Kindergarten (French),Elementary School,Science,590145
30002Z080G,Science Kindergarten (German),Elementary School,Science,590145
30002Z080J,Science Kindergarten (Japanese),Elementary School,Science,590145
30002Z080S,Science Kindergarten (Spanish),Elementary School,Science,590145
30002Z0900,Science Kindergarten,Elementary School,Science,590145
30002Z090C,Science Kindergarten (Chinese),Elementary School,Science,590145
30002Z090F,Science Kindergarten (French),Elementary School,Science,590145
30002Z090G,Science Kindergarten (German),Elementary School,Science,590145
30002Z090J,Science Kindergarten (Japanese),Elementary School,Science,590145
30002Z090S,Science Kindergarten (Spanish),Elementary School,Science,590145
3000AZ0800,Science Kindergarten,Elementary School,Science,590145
3000AZ0900,Science Kindergarten,Elementary School,Science,590145
30012Z0800,Science Grade 1,Elementary School,Science,590148
30012Z080C,Science Grade 1 (Chinese),Elementary School,Science,590148
30012Z080F,Science Grade 1 (French),Elementary School,Science,590148
30012Z080G,Science Grade 1 (German),Elementary School,Science,590148
30012Z080J,Science Grade 1 (Japanese),Elementary School,Science,590148
30012Z080S,Science Grade 1 (Spanish),Elementary School,Science,590148
30012Z0900,Science Grade 1,Elementary School,Science,590148
30012Z090C,Science Grade 1 (Chinese),Elementary School,Science,590148
30012Z090F,Science Grade 1 (French),Elementary School,Science,590148
30012Z090G,Science Grade 1 (German),Elementary School,Science,590148
30012Z090J,Science Grade 1 (Japanese),Elementary School,Science,590148
30012Z090S,Science Grade 1 (Spanish),Elementary School,Science,590148
3001AZ0800,Science Grade 1,Elementary School,Science,590148
3001AZ0900,Science Grade 1,Elementary School,Science,590148
30022Z0800,Science Grade 2,Elementary School,Science,590150
30022Z080C,Science Grade 2 (Chinese),Elementary School,Science,590150
30022Z080F,Science Grade 2 (French),Elementary School,Science,590150
30022Z080G,Science Grade 2 (German),Elementary School,Science,590150
30022Z080J,Science Grade 2 (Japanese),Elementary School,Science,590150
30022Z080S,Science Grade 2 (Spanish),Elementary School,Science,590150
30022Z0900,Science Grade 2,Elementary School,Science,590150
30022Z090C,Science Grade 2 (Chinese),Elementary School,Science,590150
30022Z090F,Science Grade 2 (French),Elementary School,Science,590150
30022Z090G,Science Grade 2 (German),Elementary School,Science,590150
30022Z090J,Science Grade 2 (Japanese),Elementary School,Science,590150
30022Z090S,Science Grade 2 (Spanish),Elementary School,Science,590150
3002AZ0800,Science Grade 2,Elementary School,Science,590150
3002AZ0900,Science Grade 2,Elementary School,Science,590150
30032Z0800,Science Grade 3,Elementary School,Science,590151
30032Z080C,Science Grade 3 (Chinese),Elementary School,Science,590151
30032Z080F,Science Grade 3 (French),Elementary School,Science,590151
30032Z080G,Science Grade 3 (German),Elementary School,Science,590151
30032Z080J,Science Grade 3 (Japanese),Elementary School,Science,590151
30032Z080S,Science Grade 3 (Spanish),Elementary School,Science,590151
30032Z0900,Science Grade 3,Elementary School,Science,590151
30032Z090C,Science Grade 3 (Chinese),Elementary School,Science,590151
30032Z090F,Science Grade 3 (French),Elementary School,Science,590151
30032Z090G,Science Grade 3 (German),Elementary School,Science,590151
30032Z090J,Science Grade 3 (Japanese),Elementary School,Science,590151
30032Z090S,Science Grade 3 (Spanish),Elementary School,Science,590151
3003AZ0800,Science Grade 3,Elementary School,Science,590151
3003AZ0900,Science Grade 3,Elementary School,Science,590151
30042Z0800,Science Grade 4,Elementary School,Science,590152
30042Z080C,Science Grade 4 (Chinese),Elementary School,Science,590152
30042Z080F,Science Grade 4 (French),Elementary School,Science,590152
30042Z080G,Science Grade 4 (German),Elementary School,Science,590152
30042Z080J,Science Grade 4 (Japanese),Elementary School,Science,590152
30042Z080S,Science Grade 4 (Spanish),Elementary School,Science,590152
30042Z0900,Science Grade 4,Elementary School,Science,590152
30042Z090C,Science Grade 4 (Chinese),Elementary School,Science,590152
30042Z090F,Science Grade 4 (French),Elementary School,Science,590152
30042Z090G,Science Grade 4 (German),Elementary School,Science,590152
30042Z090J,Science Grade 4 (Japanese),Elementary School,Science,590152
30042Z090S,Science Grade 4 (Spanish),Elementary School,Science,590152
30042Z0920,Science Cambridge Grade 4,Elementary School,Science,590152
3004AZ0800,Science Grade 4,Elementary School,Science,590152
3004AZ0900,Science Grade 4,Elementary School,Science,590152
30052Z0800,Science Grade 5,Elementary School,Science,590153
30052Z080C,Science Grade 5 (Chinese),Elementary School,Science,590153
30052Z080F,Science Grade 5 (French),Elementary School,Science,590153
30052Z080G,Science Grade 5 (German),Elementary School,Science,590153
30052Z080J,Science Grade 5 (Japanese),Elementary School,Science,590153
30052Z080S,Science Grade 5 (Spanish),Elementary School,Science,590153
30052Z0900,Science Grade 5,Elementary School,Science,590153
30052Z090C,Science Grade 5 (Chinese),Elementary School,Science,590153
30052Z090F,Science Grade 5 (French),Elementary School,Science,590153
30052Z090G,Science Grade 5 (German),Elementary School,Science,590153
30052Z090J,Science Grade 5 (Japanese),Elementary School,Science,590153
30052Z090S,Science Grade 5 (Spanish),Elementary School,Science,590153
30052Z0920,Science Cambridge Grade 5,Elementary School,Science,590153
3005AZ0800,Science Grade 5,Elementary School,Science,590153
3005AZ0900,Science Grade 5,Elementary School,Science,590153
30062Y0000,Integrated Science 6th,Middle School,Science,590999
30062Y0006,Horizons Seminar for Science 6th,Middle School,Science,590998
30062Y0040,IB MYP Integrated Science Grade 6,Middle School,Science,590999
30062Y0800,Integrated Science 6th,Middle School,Science,590999
30062Y0806,Horizons Seminar for Science 6th,Middle School,Science,590998
30062Y080S,Integrated Science 6th (Spanish),Middle School,Science,590999
30062Y0820,Integrated Science Cambridge Grade 6,Middle School,Science,590999
30062Y0840,IB MYP Integrated Science Grade 6,Middle School,Science,590999
30062Y0880,Science 6th SI,Middle School,Science,
30062Y0900,Integrated Science 6th,Middle School,Science,590999
30062Y0906,Horizons Seminar for Science 6th,Middle School,Science,590998
30062Y090S,Integrated Science 6th (Spanish),Middle School,Science,590999
30062Y0920,Integrated Science Cambridge Grade 6,Middle School,Science,590999
30062Y0940,IB MYP Integrated Science Grade 6,Middle School,Science,590999
30062Y0980,Science 6th SI,Middle School,Science,
3006AY0000,Integrated Science 6th,Middle School,Science,590999
3006AY0800,Integrated Science 6th,Middle School,Science,590999
3006AY0900,Integrated Science 6th,Middle School,Science,590999
30072Y0000,Integrated Science 7th,Middle School,Science,591001
30072Y0006,Horizons Seminar for Science 7th,Middle School,Science,591002
30072Y0040,IB MYP Integrated Science Grade 7,Middle School,Science,591001
30072Y0800,Integrated Science 7th,Middle School,Science,591001
30072Y0806,Horizons Seminar for Science 7th,Middle School,Science,591002
30072Y080S,Integrated Science 7th (Spanish),Middle School,Science,591001
30072Y0820,Integrated Science Cambridge Grade 7,Middle School,Science,591001
30072Y0840,IB MYP Integrated Science Grade 7,Middle School,Science,591001
30072Y0881,Science 7th SI,Middle School,Science,
30072Y0900,Integrated Science 7th,Middle School,Science,591001
30072Y0906,Horizons Seminar for Science 7th,Middle School,Science,591002
30072Y090S,Integrated Science 7th (Spanish),Middle School,Science,591001
30072Y0920,Integrated Science Cambridge Grade 7,Middle School,Science,591001
30072Y0940,IB MYP Integrated Science Grade 7,Middle School,Science,591001
30072Y0981,Science 7th SI,Middle School,Science,
3007AY0000,Integrated Science 7th,Middle School,Science,591001
3007AY0800,Integrated Science 7th,Middle School,Science,591001
3007AY0900,Integrated Science 7th,Middle School,Science,591001
30082Y0000,Integrated Science 8th,Middle School,Science,590998
30082Y0006,Horizons Seminar for Science 8th,Middle School,Science,591071
30082Y0040,IB MYP Integrated Science Grade 8,Middle School,Science,590998
30082Y0800,Integrated Science 8th,Middle School,Science,590998
30082Y0806,Horizons Seminar for Science 8th,Middle School,Science,591071
30082Y080S,Integrated Science 8th (Spanish),Middle School,Science,590998
30082Y0820,Integrated Science Cambridge Grade 8,Middle School,Science,590998
30082Y0840,IB MYP Integrated Science Grade 8,Middle School,Science,590998
30082Y0882,Science 8th SI,Middle School,Science,
30082Y0900,Integrated Science 8th,Middle School,Science,590998
30082Y0906,Horizons Seminar for Science 8th,Middle School,Science,591071
30082Y090S,Integrated Science 8th (Spanish),Middle School,Science,590998
30082Y0920,Integrated Science Cambridge Grade 8,Middle School,Science,590998
30082Y0940,IB MYP Integrated Science Grade 8,Middle School,Science,590998
30082Y0982,Science 8th SI,Middle School,Science,
30082Y9020,Cambridge Science 8th,Middle School,Science,
3008AY0000,Integrated Science 8th,Middle School,Science,590998
3008AY0800,Integrated Science 8th,Middle School,Science,590998
3008AY0900,Integrated Science 8th,Middle School,Science,590998
30092Y00ES,HS Science Enrichment,,Science,
30092Y00SS,Bridge to HS Science,,Science,
30092Y0400,STEM Ten80 6th Grade,Middle School,Science,
30092Y0801,STEM Ten80 7th Grade,Middle School,Science,
30092Y0802,STEM Ten80 8th Grade,Middle School,Science,
30202X0810,Intro to Neurobiology,High School,Science,
30202X0811,Science of Creative Design,High School,Science,
30202X0812,Restorative Practices,High School,Science,
30202X08VV,Veterinary Sci: The Care of Animals VPS,High School,Science,
30202Y00VV,Veterinary Sci: The Care of Animals VPS,High School,Science,
30202Y0400,Middle School Engineering,,,
30202Y040F,Middle School Forensics,,,
30202Y0806,Robotics 6,High School,Science,
30202Y0878,Robotics 7-8,High School,Science,
30205X0001,Honors Biochemistry,High School,Science,
30205X0003,Honors Forensic Science,High School,Science,
30205X0004,Advanced Forensics,High School,Science,
30205X0005,Horizons Exploration in Science,High School,Science,
30205X0007,Bioinformatics/Computational Bio NCSSM,High School,Science,
30205X0008,Introduction to Computational Science NC,High School,Science,
30205X000V,Honors Forensic Science I VPS,High School,Science,
30205X0010,Honors Computational Chemistry NCSSM,High School,Science,
30205X0011,Honors Forensic Science NCSSM,High School,Science,
30205X0013,Honors Epidemiology NCSSM,High School,Science,
30205X0015,Honors Introduction to Neuroscience,High School,Science,
30205X0020,Honors Intro to App Chem and Eng NCSSM,High School,Science,
30205X00B2,Biology II Honors,High School,Science,
30205X0308,Honors Scientific Programming NCSSM,High School,Science,
30205X0340,Honors Intro to Computational Sci NCSSM,High School,Science,
30205X0358,Honors Classical Genetics NCSSM,High School,Science,
30205X0360,Honors Molecular Genetics NCSSM,High School,Science,
30205X0404,Honors Climate Change Biology NCSSM,High School,Science,
30205X0408,Honors Biomedical Engineering NCSSM,High School,Science,
30205X0410,Honors Organic Chemistry NCSSM,High School,Science,
30205X0412,Honors Computational Chemistry NCSSM,High School,Science,
30205X0430,Honors Nanotechnology and Research NCSSM,High School,Science,
30205X0801,Honors Biochemistry,High School,Science,
30205X0803,Honors Forensic Science,High School,Science,
30205X0804,Advanced Forensics,High School,Science,
30205X0805,Horizons Exploration in Science,High School,Science,
30205X080V,Forensic Science Honors VPS,High School,Science,
30205X08B2,Biology II Honors,High School,Science,
30205X0CS8,Hn Intro Art Tech Wld-Bldg Vid Gms NCSSM,High School,Science,
30205X0DDE,Hnrs Diseases Dynamics Epidemics NCSSM,High School,Science,
30205X0GPH,Hnrs Global Pub Health Inf Disease NCSSM,High School,Science,
33102X0000,Greenhouse Biology,High School,Science,
33102X0070,Greenhouse Biology SI,High School,Science,
33102X00XR,XR Greenhouse Biology,High School,Science,
33102X0800,Greenhouse Biology,High School,Science,
33102X0870,Greenhouse Biology SI,High School,Science,
33202X0000,Biology I,High School,Science,591071
33202X000V,Biology VPS,High School,Science,
33202X0030,Biology I Asia Society,High School,Science,
33202X0040,IB MYP Biology Standard,High School,Science,591071
33202X0070,Biology I SI,High School,Science,591071
33202X00XR,XR Biology I,High School,Science,591071
33202X0800,Biology I,High School,Science,591071
33202X0830,Biology I Asia Society,High School,Science,
33202X0840,IB MYP Biology Standard,High School,Science,591071
